CropType,Location,LandType,LandSize,Income,LoanName
Silk,Ramanagara,Dryland,1.23,71223,Agricultural Term Loan
Millets,Ballari,Dryland,2.32,15953,PM Kisan Loan
Coconut,Udupi,Coastal loamy,2.09,58162,Agri Infrastructure Loan
Pulses,Gadag,Dryland,3.99,19025,NABARD Loan
Groundnut,Chikkaballapur,Dryland,3.8,25691,Crop Loan
Groundnut,Bengaluru Rural,Dryland,2.7,31079,Crop Loan
Mango,Ramanagara,Dryland,1.33,44140,Horticulture Loan
Pulses,Gadag,Rainfed,3.05,20413,NABARD Loan
Banana,Mysuru,Irrigated,1.86,44762,Horticulture Loan
Coconut,Dakshina Kannada,Coastal loamy,2.91,59451,Agri Infrastructure Loan
Banana,Mysuru,Wetland,2.94,54221,Horticulture Loan
Maize,Chikkaballapur,Dryland,4.84,31526,Crop Loan
Beekeeping,Kodagu,Dryland,1.25,50390,Agri Clinic Loan
Organic Vegetables,Dharwad,Irrigated,2.01,47912,Organic Farming Loan
Fish Farming,Dakshina Kannada,Wetland,2.37,67007,Fisheries Loan
Cotton,Gadag,Dryland,4.31,31885,Pest Management Loan
Silk,Kolar,Irrigated,1.93,69769,Agricultural Term Loan
Rice,Raichur,Wetland,1.47,30006,Irrigation Loan
Coconut,Udupi,Irrigated,3.16,44315,Agri Infrastructure Loan
Rice,Mandya,Irrigated,2.3,36269,Kisan Credit Card
Floriculture,Doddaballapura,Irrigated,0.6,64998,NABARD Loan
Sugarcane,Mandya,Black cotton soil land,4.08,52397,Agricultural Term Loan
Sugarcane,Mandya,Irrigated,3.2,59676,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,3.0,47005,Farm Mechanization Loan
Wheat,Bagalkot,Dryland,4.21,29341,PM Kisan Loan
Rice,Raichur,Wetland,3.95,36683,Kisan Credit Card
Millets,Tumakuru,Dryland,5.99,15232,PM Kisan Loan
Pulses,Raichur,Dryland,1.35,23370,NABARD Loan
Sugarcane,Bagalkot,Black cotton soil land,3.9,59474,Farm Mechanization Loan
Pulses,Bidar,Dryland,3.46,20052,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,3.26,20592,Organic Farming Loan
Wheat,Bagalkot,Irrigated,3.03,26465,Crop Loan
Cotton,Haveri,Dryland,2.04,34170,Pest Management Loan
Fish Farming,Uttara Kannada,Wetland,1.62,75899,NABARD Infrastructure Loan
Organic Vegetables,Mysuru,Dryland,2.94,46085,Organic Farming Loan
Cotton,Gadag,Black cotton soil land,2.78,43942,Crop Loan
Pulses,Raichur,Rainfed,2.66,23736,PM Kisan Loan
Coffee,Hassan,Wetland,1.23,78968,Plantation Development Loan
Groundnut,Chikkaballapur,Black cotton soil land,4.98,23404,Crop Loan
Fish Farming,Uttara Kannada,Wetland,2.11,80846,Fisheries Loan
Maize,Chikkaballapur,Rainfed,2.39,25919,Crop Loan
Tea,Chikkamagaluru,Wetland,1.83,89024,NABARD Refinance Scheme
Wheat,Bagalkot,Dryland,2.16,33381,Crop Loan
Tea,Chikkamagaluru,Wetland,2.08,85498,Plantation Development Loan
Cotton,Gadag,Black cotton soil land,3.1,37476,Pest Management Loan
Wheat,Vijayapura,Irrigated,4.54,31354,PM Kisan Loan
Organic Vegetables,Mysuru,Irrigated,2.32,44044,Horticulture Loan
Sugarcane,Mysuru,Black cotton soil land,5.9,50804,Agricultural Term Loan
Maize,Gadag,Rainfed,4.15,26669,Crop Loan
Groundnut,Chikkaballapur,Black cotton soil land,3.39,20424,Crop Loan
Coffee,Kodagu,Black cotton soil land,1.76,88947,NABARD Loan
Wheat,Bagalkot,Irrigated,4.36,29785,Crop Loan
Groundnut,Chikkaballapur,Dryland,4.53,22037,Crop Loan
Tea,Chikkamagaluru,Wetland,2.24,88239,NABARD Refinance Scheme
Groundnut,Chikkaballapur,Black cotton soil land,3.48,30068,Crop Loan
Tea,Chikkamagaluru,Wetland,1.07,84549,NABARD Refinance Scheme
Coconut,Dakshina Kannada,Irrigated,1.27,49361,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,3.21,46231,Agri Infrastructure Loan
Fish Farming,Uttara Kannada,Wetland,1.42,77179,NABARD Infrastructure Loan
Silk,Ramanagara,Dryland,2.43,66011,NABARD Loan
Cotton,Dharwad,Dryland,3.0,40964,Pest Management Loan
Coconut,Dakshina Kannada,Coastal loamy,1.84,53472,Agri Infrastructure Loan
Banana,Mysuru,Wetland,1.92,51195,Horticulture Loan
Organic Vegetables,Tumakuru,Irrigated,2.73,41429,Organic Farming Loan
Groundnut,Tumakuru,Black cotton soil land,4.43,20402,Crop Loan
Silk,Chikkaballapur,Dryland,2.68,51796,Agricultural Term Loan
Pulses,Raichur,Dryland,3.33,24004,Organic Farming Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.88,75334,NABARD Loan
Sugarcane,Mandya,Black cotton soil land,3.87,56895,Farm Mechanization Loan
Tea,Chikkamagaluru,Wetland,2.18,91056,NABARD Refinance Scheme
Millets,Koppal,Rainfed,2.58,15474,Organic Farming Loan
Rice,Shivamogga,Wetland,3.69,31244,Crop Loan
Coconut,Tumakuru,Irrigated,1.82,53878,Plantation Loan
Coconut,Udupi,Irrigated,3.91,46352,Agri Infrastructure Loan
Organic Vegetables,Dharwad,Dryland,1.62,49186,Horticulture Loan
Cotton,Ballari,Dryland,3.84,41602,Crop Loan
Mango,Ramanagara,Black cotton soil land,3.82,50390,Horticulture Loan
Silk,Kolar,Irrigated,1.69,60967,NABARD Loan
Fish Farming,Dakshina Kannada,Wetland,2.33,90075,Fisheries Loan
Coconut,Udupi,Irrigated,3.44,47731,Agri Infrastructure Loan
Tea,Chikkamagaluru,Hill slope,2.27,74545,NABARD Refinance Scheme
Organic Vegetables,Mysuru,Dryland,1.32,39116,Organic Farming Loan
Tea,Chikkamagaluru,Hill slope,2.2,80763,NABARD Refinance Scheme
Banana,Hassan,Irrigated,2.11,42338,Irrigation Loan
Coffee,Kodagu,Black cotton soil land,1.62,65033,NABARD Loan
Coffee,Kodagu,Black cotton soil land,1.38,72676,Plantation Development Loan
Sugarcane,Mysuru,Black cotton soil land,4.34,48359,Agricultural Term Loan
Groundnut,Bengaluru Rural,Dryland,2.27,27091,Organic Farming Loan
Sugarcane,Bagalkot,Irrigated,2.15,47474,Agricultural Term Loan
Floriculture,Bengaluru Urban,Polyhouse,0.79,65771,NABARD Loan
Fish Farming,Dakshina Kannada,Wetland,2.17,83482,NABARD Infrastructure Loan
Silk,Chikkaballapur,Irrigated,2.44,51038,Sericulture Loan
Silk,Chikkaballapur,Dryland,2.39,65335,NABARD Loan
Pulses,Bidar,Rainfed,1.87,22316,PM Kisan Loan
Coffee,Hassan,Wetland,0.58,89574,NABARD Loan
Pulses,Bidar,Rainfed,1.56,19708,Organic Farming Loan
Beekeeping,Chamarajanagar,Forest edge,0.94,50533,Agri Clinic Loan
Maize,Gadag,Dryland,3.63,26197,Crop Loan
Rice,Mysuru,Wetland,2.12,31097,Irrigation Loan
Sugarcane,Belagavi,Irrigated,4.27,51649,Agricultural Term Loan
Floriculture,Tumakuru,Polyhouse,0.94,59860,Floriculture Loan
Coffee,Hassan,Black cotton soil land,1.44,81521,Plantation Development Loan
Cotton,Dharwad,Dryland,3.26,41998,Pest Management Loan
Beekeeping,Chamarajanagar,Forest edge,1.27,69816,Apiculture Loan
Mango,Kolar,Dryland,1.56,46581,Horticulture Loan
Silk,Chikkaballapur,Dryland,2.87,73739,NABARD Loan
Tea,Chikkamagaluru,Wetland,1.95,86354,NABARD Refinance Scheme
Mango,Ramanagara,Black cotton soil land,2.77,49183,Horticulture Loan
Wheat,Bagalkot,Dryland,3.7,33921,Crop Loan
Cotton,Gadag,Black cotton soil land,4.61,34449,Kisan Credit Card
Floriculture,Doddaballapura,Irrigated,1.78,78067,Floriculture Loan
Silk,Ramanagara,Irrigated,1.2,70487,Agricultural Term Loan
Fish Farming,Dakshina Kannada,Wetland,1.39,96574,Fisheries Loan
Tea,Chikkamagaluru,Hill slope,2.05,86881,Plantation Development Loan
Silk,Ramanagara,Irrigated,2.11,58607,Sericulture Loan
Pulses,Dharwad,Rainfed,2.1,22318,NABARD Loan
Pulses,Gadag,Rainfed,1.16,20226,Organic Farming Loan
Rice,Raichur,Wetland,1.12,33686,Crop Loan
Coconut,Tumakuru,Coastal loamy,2.62,51826,Plantation Loan
Maize,Davanagere,Rainfed,3.82,33930,Crop Loan
Organic Vegetables,Tumakuru,Dryland,2.02,40129,Organic Farming Loan
Groundnut,Chikkaballapur,Dryland,3.61,27704,Organic Farming Loan
Fish Farming,Dakshina Kannada,Wetland,1.7,89977,NABARD Infrastructure Loan
Floriculture,Tumakuru,Irrigated,1.08,67011,Floriculture Loan
Beekeeping,Shivamogga,Forest edge,1.47,50471,Agri Clinic Loan
Cotton,Dharwad,Black cotton soil land,2.78,37162,Kisan Credit Card
Banana,Mysuru,Irrigated,3.1,42473,Irrigation Loan
Cotton,Gadag,Black cotton soil land,3.3,37969,Crop Loan
Beekeeping,Kodagu,Forest edge,1.5,51370,Apiculture Loan
Millets,Chitradurga,Dryland,3.02,17077,Organic Farming Loan
Coconut,Udupi,Irrigated,2.59,57552,Agri Infrastructure Loan
Banana,Mysuru,Irrigated,2.65,52676,Horticulture Loan
Tea,Chikkamagaluru,Wetland,2.04,88669,NABARD Refinance Scheme
Beekeeping,Kodagu,Dryland,0.82,68719,Apiculture Loan
Groundnut,Chikkaballapur,Black cotton soil land,4.54,25388,Organic Farming Loan
Silk,Ramanagara,Dryland,2.63,70490,Sericulture Loan
Sugarcane,Mandya,Irrigated,3.77,55844,Agricultural Term Loan
Silk,Ramanagara,Dryland,2.11,70653,Agricultural Term Loan
Floriculture,Doddaballapura,Irrigated,1.42,63483,Floriculture Loan
Millets,Ballari,Dryland,2.73,16994,PM Kisan Loan
Coffee,Kodagu,Wetland,1.17,71060,Plantation Development Loan
Rice,Raichur,Wetland,1.36,30953,Crop Loan
Tea,Chikkamagaluru,Wetland,2.1,70793,Plantation Development Loan
Beekeeping,Chamarajanagar,Dryland,1.83,69365,Apiculture Loan
Sugarcane,Belagavi,Black cotton soil land,2.62,48531,Agricultural Term Loan
Beekeeping,Chamarajanagar,Dryland,1.34,68193,Apiculture Loan
Cotton,Ballari,Dryland,2.99,33620,Crop Loan
Beekeeping,Chamarajanagar,Dryland,1.8,67603,Apiculture Loan
Coconut,Tumakuru,Coastal loamy,3.27,42130,Agri Infrastructure Loan
Coffee,Kodagu,Wetland,0.69,66919,Horticulture Loan
Rice,Mandya,Irrigated,3.07,36221,Irrigation Loan
Organic Vegetables,Mysuru,Irrigated,2.36,39232,Horticulture Loan
Pulses,Gadag,Dryland,3.78,22683,Organic Farming Loan
Millets,Tumakuru,Dryland,5.25,15506,Organic Farming Loan
Fish Farming,Dakshina Kannada,Wetland,1.77,74471,Fisheries Loan
Coffee,Kodagu,Black cotton soil land,1.45,75170,Horticulture Loan
Cotton,Dharwad,Black cotton soil land,2.82,33764,Pest Management Loan
Coffee,Chikkamagaluru,Wetland,1.31,61868,Horticulture Loan
Tea,Chikkamagaluru,Hill slope,1.94,81015,NABARD Refinance Scheme
Mango,Kolar,Black cotton soil land,3.49,39144,Organic Farming Loan
Beekeeping,Shivamogga,Forest edge,1.39,57578,Apiculture Loan
Mango,Kolar,Dryland,2.3,36566,Horticulture Loan
Fish Farming,Dakshina Kannada,Wetland,1.34,72852,NABARD Infrastructure Loan
Organic Vegetables,Mysuru,Irrigated,2.33,38215,Horticulture Loan
Beekeeping,Kodagu,Dryland,1.94,57125,Agri Clinic Loan
Millets,Chitradurga,Rainfed,3.21,21493,PM Kisan Loan
Coconut,Dakshina Kannada,Coastal loamy,1.07,41671,Agri Infrastructure Loan
Coconut,Tumakuru,Irrigated,1.4,58802,Agri Infrastructure Loan
Tea,Chikkamagaluru,Wetland,1.05,95915,NABARD Refinance Scheme
Groundnut,Bengaluru Rural,Black cotton soil land,4.94,20599,Organic Farming Loan
Mango,Chikkaballapur,Dryland,3.07,58777,Organic Farming Loan
Fish Farming,Uttara Kannada,Wetland,1.29,72940,Fisheries Loan
Organic Vegetables,Dharwad,Dryland,1.32,47996,Horticulture Loan
Wheat,Kalaburagi,Irrigated,4.68,29614,Crop Loan
Millets,Tumakuru,Rainfed,4.17,16806,PM Kisan Loan
Coffee,Kodagu,Black cotton soil land,1.67,60291,Horticulture Loan
Fish Farming,Uttara Kannada,Wetland,1.81,71034,Fisheries Loan
Silk,Kolar,Dryland,1.04,74535,NABARD Loan
Sugarcane,Mandya,Black cotton soil land,5.93,47389,Agricultural Term Loan
Floriculture,Tumakuru,Polyhouse,1.62,77529,NABARD Loan
Millets,Ballari,Dryland,5.27,17402,Organic Farming Loan
Silk,Chikkaballapur,Dryland,2.33,57211,Sericulture Loan
Tea,Chikkamagaluru,Hill slope,1.42,73580,NABARD Refinance Scheme
Groundnut,Chikkaballapur,Dryland,4.78,24648,Crop Loan
Groundnut,Tumakuru,Black cotton soil land,4.9,34442,Organic Farming Loan
Wheat,Kalaburagi,Irrigated,2.71,28394,Crop Loan
Coffee,Chikkamagaluru,Black cotton soil land,0.76,74202,Horticulture Loan
Wheat,Kalaburagi,Irrigated,4.71,26850,Crop Loan
Sugarcane,Mysuru,Irrigated,5.45,58608,Irrigation Loan
Pulses,Dharwad,Rainfed,2.46,19162,NABARD Loan
Groundnut,Bengaluru Rural,Dryland,2.85,29753,Crop Loan
Coconut,Tumakuru,Coastal loamy,2.22,49177,Plantation Loan
Banana,Mysuru,Wetland,2.35,44915,Horticulture Loan
Tea,Chikkamagaluru,Wetland,1.49,87713,Plantation Development Loan
Wheat,Vijayapura,Dryland,2.4,27161,Crop Loan
Rice,Shivamogga,Irrigated,1.68,39414,Irrigation Loan
Pulses,Dharwad,Rainfed,2.74,23936,NABARD Loan
Cotton,Dharwad,Black cotton soil land,2.61,42911,Pest Management Loan
Sugarcane,Mandya,Irrigated,5.34,54626,Irrigation Loan
Banana,Mysuru,Wetland,3.48,41590,Irrigation Loan
Pulses,Gadag,Dryland,3.93,20986,PM Kisan Loan
Floriculture,Tumakuru,Polyhouse,1.38,71008,Floriculture Loan
Sugarcane,Bagalkot,Black cotton soil land,4.62,46771,Agricultural Term Loan
Organic Vegetables,Tumakuru,Dryland,1.55,35550,Horticulture Loan
Fish Farming,Dakshina Kannada,Wetland,1.72,96091,Fisheries Loan
Millets,Koppal,Rainfed,2.06,21710,Organic Farming Loan
Pulses,Dharwad,Dryland,2.2,21991,Organic Farming Loan
Mango,Chikkaballapur,Black cotton soil land,3.01,47555,Organic Farming Loan
Fish Farming,Udupi,Wetland,0.51,84649,Fisheries Loan
Beekeeping,Kodagu,Forest edge,0.87,55319,Apiculture Loan
Rice,Shivamogga,Irrigated,3.53,33595,Crop Loan
Coconut,Dakshina Kannada,Irrigated,3.97,41437,Plantation Loan
Millets,Tumakuru,Dryland,2.9,19345,Organic Farming Loan
Maize,Chikkaballapur,Rainfed,2.46,26408,Crop Loan
Organic Vegetables,Dharwad,Irrigated,2.3,49026,Horticulture Loan
Mango,Kolar,Black cotton soil land,3.76,53227,Horticulture Loan
Groundnut,Chikkaballapur,Black cotton soil land,3.33,21896,Organic Farming Loan
Coconut,Udupi,Coastal loamy,2.34,40313,Plantation Loan
Banana,Mysuru,Wetland,3.05,49781,Irrigation Loan
Organic Vegetables,Dharwad,Irrigated,1.11,48657,Horticulture Loan
Tea,Chikkamagaluru,Wetland,1.99,89798,Plantation Development Loan
Mango,Kolar,Black cotton soil land,3.8,48612,Organic Farming Loan
Beekeeping,Shivamogga,Dryland,1.65,63634,Apiculture Loan
Organic Vegetables,Tumakuru,Dryland,1.9,49526,Horticulture Loan
Pulses,Dharwad,Dryland,3.2,22323,PM Kisan Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.18,64336,NABARD Loan
Silk,Chikkaballapur,Dryland,2.42,71141,Agricultural Term Loan
Mango,Ramanagara,Dryland,3.7,47639,Horticulture Loan
Sugarcane,Mysuru,Irrigated,5.04,45837,Agricultural Term Loan
Coconut,Udupi,Irrigated,1.7,44850,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.71,45206,Agri Infrastructure Loan
Organic Vegetables,Mysuru,Dryland,2.38,45006,Horticulture Loan
Silk,Ramanagara,Irrigated,1.16,61526,NABARD Loan
Floriculture,Doddaballapura,Irrigated,1.79,72688,NABARD Loan
Rice,Shivamogga,Irrigated,2.29,35920,Kisan Credit Card
Coffee,Hassan,Black cotton soil land,0.74,65133,Horticulture Loan
Pulses,Bidar,Rainfed,1.74,22907,Organic Farming Loan
Rice,Mandya,Irrigated,1.8,37615,Crop Loan
Beekeeping,Kodagu,Dryland,1.48,56942,Apiculture Loan
Organic Vegetables,Mysuru,Dryland,1.75,35226,Horticulture Loan
Banana,Mysuru,Irrigated,1.52,53148,Horticulture Loan
Rice,Mandya,Wetland,3.45,34724,Kisan Credit Card
Silk,Ramanagara,Irrigated,2.65,69561,NABARD Loan
Fish Farming,Udupi,Wetland,2.35,62217,NABARD Infrastructure Loan
Wheat,Vijayapura,Dryland,1.8,26110,PM Kisan Loan
Floriculture,Doddaballapura,Polyhouse,1.08,62197,Floriculture Loan
Tea,Chikkamagaluru,Hill slope,1.89,98474,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,0.99,86495,Plantation Development Loan
Fish Farming,Dakshina Kannada,Wetland,1.92,84663,Fisheries Loan
Floriculture,Doddaballapura,Polyhouse,1.81,53551,Floriculture Loan
Floriculture,Bengaluru Urban,Irrigated,0.81,59027,NABARD Loan
Sugarcane,Mandya,Irrigated,4.49,47687,Farm Mechanization Loan
Banana,Hassan,Irrigated,1.76,40235,Irrigation Loan
Groundnut,Bengaluru Rural,Dryland,2.99,27664,Organic Farming Loan
Millets,Koppal,Dryland,5.67,16710,Soil Health Card Loan
Maize,Chikkaballapur,Rainfed,2.92,22089,Crop Loan
Silk,Ramanagara,Dryland,1.65,54986,Agricultural Term Loan
Wheat,Bagalkot,Dryland,4.96,30900,PM Kisan Loan
Mango,Chikkaballapur,Black cotton soil land,3.32,49074,Horticulture Loan
Maize,Gadag,Dryland,3.23,20422,Farm Mechanization Loan
Cotton,Gadag,Dryland,4.94,36877,Pest Management Loan
Pulses,Raichur,Dryland,3.99,22891,Organic Farming Loan
Fish Farming,Dakshina Kannada,Wetland,2.23,65339,Fisheries Loan
Coconut,Dakshina Kannada,Coastal loamy,3.98,48572,Agri Infrastructure Loan
Coconut,Udupi,Irrigated,2.14,53795,Plantation Loan
Silk,Kolar,Irrigated,2.78,73669,Agricultural Term Loan
Cotton,Ballari,Black cotton soil land,2.04,41234,Kisan Credit Card
Organic Vegetables,Mysuru,Dryland,2.22,48751,Horticulture Loan
Wheat,Vijayapura,Dryland,4.84,31115,Crop Loan
Coconut,Tumakuru,Coastal loamy,3.92,57398,Plantation Loan
Millets,Chitradurga,Dryland,2.88,19363,Soil Health Card Loan
Millets,Tumakuru,Dryland,2.03,20199,PM Kisan Loan
Floriculture,Doddaballapura,Polyhouse,1.91,56547,Floriculture Loan
Coffee,Hassan,Black cotton soil land,1.65,89603,Plantation Development Loan
Maize,Gadag,Dryland,4.52,22716,Farm Mechanization Loan
Coconut,Udupi,Irrigated,1.44,45599,Agri Infrastructure Loan
Organic Vegetables,Mysuru,Irrigated,2.18,41983,Horticulture Loan
Fish Farming,Uttara Kannada,Wetland,0.62,91011,NABARD Infrastructure Loan
Sugarcane,Mysuru,Black cotton soil land,4.8,45120,Irrigation Loan
Maize,Davanagere,Rainfed,4.52,34961,Farm Mechanization Loan
Beekeeping,Shivamogga,Dryland,1.17,68609,Agri Clinic Loan
Millets,Tumakuru,Rainfed,4.15,21731,PM Kisan Loan
Organic Vegetables,Dharwad,Dryland,1.17,49293,Horticulture Loan
Banana,Hassan,Irrigated,2.8,51226,Irrigation Loan
Tea,Chikkamagaluru,Wetland,1.23,96198,NABARD Refinance Scheme
Millets,Ballari,Rainfed,3.24,16148,Organic Farming Loan
Sugarcane,Mandya,Black cotton soil land,4.29,52950,Agricultural Term Loan
Floriculture,Doddaballapura,Polyhouse,1.25,50621,Floriculture Loan
Fish Farming,Uttara Kannada,Wetland,1.08,93382,NABARD Infrastructure Loan
Fish Farming,Uttara Kannada,Wetland,1.95,77316,Fisheries Loan
Floriculture,Bengaluru Urban,Polyhouse,1.56,73030,NABARD Loan
Sugarcane,Bagalkot,Black cotton soil land,5.04,55509,Irrigation Loan
Maize,Davanagere,Dryland,3.25,31758,Farm Mechanization Loan
Cotton,Gadag,Dryland,3.03,36327,Kisan Credit Card
Sugarcane,Bagalkot,Irrigated,5.22,45489,Agricultural Term Loan
Beekeeping,Kodagu,Forest edge,0.94,57002,Agri Clinic Loan
Beekeeping,Kodagu,Forest edge,1.9,56353,Agri Clinic Loan
Tea,Chikkamagaluru,Hill slope,1.33,91821,NABARD Refinance Scheme
Floriculture,Bengaluru Urban,Irrigated,0.54,78440,NABARD Loan
Coconut,Dakshina Kannada,Coastal loamy,1.4,50115,Plantation Loan
Cotton,Gadag,Dryland,3.77,32830,Pest Management Loan
Pulses,Dharwad,Rainfed,3.57,20189,Organic Farming Loan
Wheat,Bagalkot,Dryland,2.04,30489,PM Kisan Loan
Sugarcane,Bagalkot,Black cotton soil land,5.61,48115,Farm Mechanization Loan
Millets,Chitradurga,Dryland,3.43,19127,Soil Health Card Loan
Coconut,Dakshina Kannada,Coastal loamy,1.31,49733,Agri Infrastructure Loan
Banana,Mysuru,Wetland,3.44,43313,Horticulture Loan
Maize,Gadag,Rainfed,4.89,20278,Crop Loan
Silk,Chikkaballapur,Irrigated,1.9,51974,Sericulture Loan
Coconut,Udupi,Coastal loamy,1.45,43850,Agri Infrastructure Loan
Sugarcane,Bagalkot,Irrigated,2.91,46046,Agricultural Term Loan
Rice,Raichur,Irrigated,3.35,32650,Crop Loan
Rice,Raichur,Irrigated,3.86,34831,Crop Loan
Beekeeping,Kodagu,Forest edge,1.53,62258,Apiculture Loan
Pulses,Raichur,Rainfed,2.33,22560,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.94,31487,PM Kisan Loan
Organic Vegetables,Dharwad,Irrigated,2.25,43596,Organic Farming Loan
Maize,Davanagere,Rainfed,4.82,33660,Crop Loan
Groundnut,Chikkaballapur,Dryland,3.64,26450,Organic Farming Loan
Coffee,Kodagu,Black cotton soil land,1.45,88689,NABARD Loan
Organic Vegetables,Mysuru,Irrigated,1.18,37869,Organic Farming Loan
Pulses,Dharwad,Rainfed,2.08,23493,PM Kisan Loan
Tea,Chikkamagaluru,Hill slope,2.09,75169,NABARD Refinance Scheme
Banana,Mysuru,Irrigated,2.44,43580,Irrigation Loan
Pulses,Bidar,Dryland,3.4,24926,NABARD Loan
Pulses,Bidar,Rainfed,2.29,20813,Organic Farming Loan
Sugarcane,Mandya,Black cotton soil land,5.72,47560,Agricultural Term Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.81,20187,Organic Farming Loan
Cotton,Haveri,Dryland,2.81,39558,Pest Management Loan
Floriculture,Doddaballapura,Irrigated,0.92,56100,Floriculture Loan
Wheat,Vijayapura,Irrigated,4.03,32338,PM Kisan Loan
Millets,Chitradurga,Dryland,4.0,21020,PM Kisan Loan
Banana,Hassan,Wetland,3.22,51042,Horticulture Loan
Tea,Chikkamagaluru,Hill slope,1.07,80009,Plantation Development Loan
Coconut,Udupi,Irrigated,2.68,54901,Plantation Loan
Fish Farming,Dakshina Kannada,Wetland,0.56,89807,NABARD Infrastructure Loan
Tea,Chikkamagaluru,Hill slope,1.57,77632,NABARD Refinance Scheme
Maize,Davanagere,Dryland,3.87,26675,Farm Mechanization Loan
Mango,Ramanagara,Dryland,3.41,47086,Horticulture Loan
Sugarcane,Belagavi,Irrigated,4.6,49760,Agricultural Term Loan
Silk,Ramanagara,Irrigated,1.29,61292,Agricultural Term Loan
Floriculture,Bengaluru Urban,Irrigated,0.56,50633,NABARD Loan
Pulses,Dharwad,Rainfed,3.42,20303,PM Kisan Loan
Fish Farming,Dakshina Kannada,Wetland,2.0,67446,NABARD Infrastructure Loan
Beekeeping,Chamarajanagar,Dryland,1.42,68444,Apiculture Loan
Organic Vegetables,Dharwad,Irrigated,1.02,47294,Organic Farming Loan
Cotton,Ballari,Black cotton soil land,2.13,31809,Pest Management Loan
Organic Vegetables,Mysuru,Irrigated,2.85,43010,Horticulture Loan
Groundnut,Chikkaballapur,Black cotton soil land,2.09,31789,Organic Farming Loan
Sugarcane,Belagavi,Irrigated,2.2,50873,Farm Mechanization Loan
Banana,Hassan,Irrigated,2.09,44433,Horticulture Loan
Groundnut,Chikkaballapur,Black cotton soil land,3.38,29310,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,4.57,26953,Organic Farming Loan
Banana,Mandya,Irrigated,2.73,44950,Horticulture Loan
Silk,Chikkaballapur,Irrigated,2.1,66828,NABARD Loan
Organic Vegetables,Dharwad,Dryland,1.39,35107,Horticulture Loan
Wheat,Bagalkot,Dryland,3.22,34186,Crop Loan
Sugarcane,Belagavi,Irrigated,2.15,47207,Farm Mechanization Loan
Rice,Mandya,Wetland,2.76,39350,Crop Loan
Mango,Kolar,Dryland,3.41,44513,Organic Farming Loan
Groundnut,Chikkaballapur,Dryland,3.96,29269,Organic Farming Loan
Cotton,Ballari,Dryland,3.91,37767,Pest Management Loan
Maize,Chikkaballapur,Rainfed,4.73,32150,Farm Mechanization Loan
Groundnut,Tumakuru,Dryland,4.33,21591,Organic Farming Loan
Maize,Gadag,Dryland,4.47,25005,Crop Loan
